0010110101	0010110101
0010000001	0011000001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0101001011	0010100001
0101100001	0110100001
0011111001	0110100001
0101011101	0110100001
0100101101	0110100001
0000111101	0110100001
0111011101	0110100001
0100100011	0110100001
0001111101	0110100001
0101101101	0110100001
0010100001	0110100001
0111101111	0010100001
0101010111	0010100001
0000001111	0010100001
0111100001	0110100001
0101000001	0110100001
0110111111	0010100001
0100101111	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0111100001	0110100001
0011000001	0110100001
0101111101	0110100001
0100011101	0110100001
0111000011	0110100001
0001111101	0110100001
0110000011	0110100001
0000000011	0110100001
0101010011	0110100001
0101000011	0110100001
0101001001	0110100001
0011111111	0010100001
0101010111	0010100001
0101100111	0010100001
0011110111	0010100001
0010001111	0010100001
0011010111	0010100001
0010100111	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0101100011	0010100001
0100001111	0010100001
0100100101	0110100001
0000010011	0110100001
0111000011	0110100001
0100010011	0110100001
0010010011	0110100001
0001010011	0110100001
0011010011	0110100001
0001110011	0110100001
0001110011	0110100001
0011100011	0110100001
0011110001	0110100001
0010101111	0010100001
0001000111	0010100001
0101011011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0110000111	0010100001
0101010111	0010100001
0010000011	0110100001
0010000011	0110100001
0001100011	0110100001
0001100011	0110100001
0110101011	0110100001
0100110011	0110100001
0111110011	0110100001
0110110011	0110100001
0000101011	0110100001
0100110011	0110100001
0011001001	0110100001
0001110111	0010100001
0000000111	0010100001
0010011011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
