0010110101	0010110101
0010000001	0011000001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0111001011	0010100001
0110010111	0010100001
0001000101	0110100001
0001011001	0110100001
0010010101	0110100001
0000010101	0110100001
0011010001	0110100001
0110100001	0110100001
0101001011	0010100001
0101001011	0010100001
0000010011	0010100001
0011100011	0010100001
0001100011	0010100001
0000001011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0011100011	0010100001
0001100011	0010100001
0000100111	0010100001
0111011111	0010100001
0111000101	0110100001
0001000101	0110100001
0110010101	0110100001
0100001101	0110100001
0000010101	0110100001
0111011111	0010100001
0111100111	0010100001
0000001011	0010100001
0000001011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0101100011	0010100001
0001100011	0010100001
0110101111	0010100001
0000000001	0110100001
0010110101	0110100001
0011000101	0110100001
0001110101	0110100001
0001010101	0110100001
0101010101	0110100001
0101110101	0110100001
0101011111	0010100001
0110000001	0110100001
0111110011	0010100001
0111110011	0010100001
0001100011	0010100001
0110010011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001110011	0010100001
0100110011	0010100001
0001110111	0010100001
0110101001	0110100001
0110010101	0110100001
0100110101	0110100001
0010001101	0110100001
0101110101	0110100001
0001010101	0110100001
0110110101	0110100001
0001110101	0110100001
0001001111	0010100001
0100000111	0010100001
0111010011	0010100001
0101001011	0010100001
0001010011	0010100001
0001100011	0010100001
0000010011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0101001011	0010100001
0111110011	0010100001
0101111111	0010100001
0100001001	0110100001
