0010110101	0010110101
0010000001	0011000001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0011100011	0010100001
0111010011	0010100001
0100101011	0010100001
0010111011	0010100001
0110111011	0010100001
0000111011	0010100001
0011001011	0010100001
0110110011	0010100001
0011100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0110110011	0010100001
0001100011	0010100001
0101010111	0010100001
0000000111	0010100001
0101000001	0110100001
0001011111	0010100001
0001100001	0110100001
0101111111	0010100001
0110101111	0010100001
0000110111	0010100001
0101001011	0010100001
0101101011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0101100011	0010100001
0010101111	0010100001
0100111001	0110100001
0010001101	0110100001
0000000011	0110100001
0100100011	0110100001
0101010011	0110100001
0000001011	0110100001
0000110011	0110100001
0111000011	0110100001
0101011101	0110100001
0001110001	0110100001
0101000001	0110100001
0010100111	0010100001
0010011011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0011110011	0010100001
0011111001	0110100001
0111001101	0110100001
0110100011	0110100001
0000010011	0110100001
0000101011	0110100001
0111110011	0110100001
0100101011	0110100001
0101101011	0110100001
0001001011	0110100001
0000001011	0110100001
0100011101	0110100001
0110100101	0110100001
0101000001	0110100001
0100100111	0010100001
0100101011	0010100001
0001100011	0010100001
0111110011	0010100001
0101010011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
0001100011	0010100001
