0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	0	9	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	44	51	39	37	34	28	1	9	10	13	4	12	21	20	25	19	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	33	109	125	100	95	103	78	67	42	36	47	31	32	34	36	28	15	20	16	0	0	0	0
0	0	0	0	0	0	0	0	0	20	85	102	121	148	158	158	153	157	149	160	154	161	145	167	136	122	77	71	20	46	107	142
0	0	0	0	0	0	0	0	0	0	9	39	71	86	120	138	167	164	202	212	211	179	225	234	211	180	143	133	125	111	171	181
0	0	0	0	0	0	0	0	0	0	0	2	3	0	33	52	92	148	204	215	213	226	255	243	218	192	207	204	190	204	209	234
0	0	0	0	0	0	0	0	0	0	14	24	56	36	81	77	101	132	214	226	220	217	243	250	199	182	201	208	205	188	205	229
0	0	0	0	0	0	0	0	24	71	112	124	155	170	181	194	190	215	215	226	229	241	225	205	176	173	188	189	204	192	203	222
0	0	0	0	0	0	0	0	38	63	126	125	144	152	166	176	161	166	219	218	212	227	215	197	173	156	205	191	205	198	185	200
0	0	0	0	0	0	0	0	0	2	10	12	21	11	20	29	21	51	152	206	210	204	179	168	159	176	199	206	182	199	160	105
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	71	89	203	214	205	181	163	183	183	168	192	202	197	190	105	27
0	0	0	0	0	0	0	0	0	0	0	0	0	20	89	129	183	201	185	150	107	137	170	179	172	186	155	175	155	128	0	0
0	0	0	0	0	0	0	0	0	0	0	1	62	87	156	172	199	177	111	80	55	84	158	147	155	134	129	151	79	50	0	0
0	0	0	0	0	0	0	0	0	0	63	101	155	156	135	114	47	36	0	0	0	15	65	53	34	13	21	19	0	0	0	0
0	0	0	0	0	0	0	0	0	0	102	116	115	96	44	33	0	0	0	0	0	0	19	9	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0
