0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	60	110	118	142	140	146	134	105	100	42	95	17	70	0	13	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6	88	133	149	163	174	173	168	194	136	172	84	172	66	146	0	73	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	42	4	70	43	60	84	201	205	207	213	202	193	200	172	200	94	126	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	139	211	225	203	211	204	196	197	178	203	70	156	0	0
0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	126	145	208	214	222	222	220	195	239	210	195	155	141	0
0	0	0	0	0	0	56	55	21	0	0	0	0	0	0	0	0	0	83	187	204	226	221	239	218	225	208	227	195	166	88	144
0	0	0	0	0	15	94	113	53	28	0	0	0	0	0	0	0	6	169	173	218	221	247	234	240	234	211	219	182	182	169	144
0	0	0	0	0	8	104	114	91	48	0	0	0	0	0	0	1	81	155	232	220	235	233	255	238	237	219	215	191	180	171	159
0	0	0	0	0	37	114	123	116	111	15	0	0	0	34	38	143	149	228	225	230	235	241	254	216	223	182	205	186	187	169	165
0	0	0	0	7	13	118	107	131	127	90	67	61	81	90	137	168	193	222	231	240	217	238	225	233	192	210	185	185	171	161	138
0	0	0	0	0	0	87	114	129	145	161	177	177	174	175	170	187	195	199	219	221	235	221	222	195	202	186	196	151	177	134	156
0	0	0	0	0	0	90	92	138	132	161	178	178	179	174	178	175	184	203	193	227	215	205	210	207	184	187	190	179	135	136	88
0	0	0	0	0	0	0	43	111	127	152	160	159	178	185	193	182	181	190	195	184	212	204	213	183	209	169	185	81	146	0	58
0	0	0	0	0	0	0	13	87	83	145	137	172	155	189	185	188	180	184	183	203	180	204	183	186	168	169	118	121	0	20	0
0	0	0	0	0	0	0	0	0	37	107	126	122	139	162	172	170	175	162	175	159	189	173	184	125	168	89	134	36	68	0	0
0	0	0	0	0	0	0	0	0	0	75	73	120	99	155	130	167	140	165	141	170	135	171	111	135	67	120	75	56	37	32	0
0	0	0	0	0	0	0	0	0	0	0	1	0	34	13	60	25	89	34	114	42	103	31	88	25	75	39	59	13	39	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	44	0	55	16	61	4	75	15	40	18	15	7	7	0	0	0
